Sentence,Athletic,Intelligence,Intangibles,Maturity
"If not for Patrick Mahomes' rapid ascent, Fitzpatrick would be the talk of the NFL right now and maybe even the leader for MVP.",0,0,0,0
"Louisville's offense, said Brent Venables, Clemson's defensive coordinator, is ""as pro style as you're gonna get in this day and age.",0,1,0,0
"The ball was thrown with anticipation, with good mechanics and a well executed play action.",0,1,0,0
The first-year head coach miscalculated with his decision to start an immobile Daniel Jones in Week 14 and the results were shambolic.,1,0,0,0
"But Luck received support from teammates and other NFL players, coaches and owners, who know firsthand the extent of the mental and physical toll a pro football career can bring.",0,0,0,0
"The report also noted the ""trust between Glennon and the Bears' decision-makers has been damaged.",0,0,0,0
"The sun puts on sunscreen when Tim Tebow walks out,'' cracked one wise guy.",0,0,0,0
Neither player is very experienced.,0,0,0,0
"His arm strength was questionable during the 2010 season, but after having elbow surgery to correct those problems, he looks great now.",1,0,0,0
It's the hardest decision of my life.,0,0,0,0
It was football predicated on speed and on using the entire field.,0,0,0,0
But meaningful faith is dangerous.,0,0,0,0
They talked about leadership.,0,0,1,0
Darnold will enter Sunday's game after two of his stronger performances as a Jet.,0,0,0,0
"He's a great guy, great team guy, great leader and it seems like things are coming along pretty well,"" Ruggs said Thursday.",0,0,1,0
"He routinely delivers strikes to the boundary (outs and comebacks) from the opposite hash, exhibiting excellent arm strength and velocity on tight-rope throws.",1,0,0,0
"However, being the next Tim Tebow is not just measured by on field performance so likely the most important thing for Newton to do is to keep his nose clean off the field and remain a leader on it.",0,0,1,0
"Watson's throwing power is an 88, which is not bad at all.",1,0,0,0
"Either way, the team needs to understand who they have under center, and soon.",0,0,0,0
"Luck became the scraggly-bearded face of the NFL, his mobility and strength guiding forces in the Indianapolis Colts' stunning playoff upset of the Broncos at Sports Authority Field.",1,0,0,0
I know some will say if Newton wants to be a leader then he should refrain from this type of clowning around.,0,0,1,1
"He's getting more confident, and he's going to continue to improve.",0,0,1,0
"Mahomes says he wants to take it slow and ""gain more knowledge"" about his expanded business opportunities.",0,0,0,0
"Gamble certainly has the ability, but he's seemed mentally absent in the past.",0,1,0,0
The owner came down from the box to the medical area and told him to be smart and not go back in.,0,0,0,0
"It was probably stupid to do,"" Ponder said with a smile.",0,1,0,0
"During his time in college, Osweiler flashed tremendous arm strength and a desire to win.",1,0,1,0
"He declined to comment Monday, saying ""we have confidentiality between the parties.",0,0,0,0
"Manziel's just an immature kid doing immature kid stuff, just like we used to do.",0,0,0,1
"Halfway through last week, it started becoming more about playing and more just feeling more natural and more comfortable every day.",0,0,0,0
Blake Bortles has the size and athleticism that will make him appealing to NFL teams early in the draft.,1,0,0,0
He still makes too many mental mistakes and needs to polish the mental aspect of his game and forces throws and doesn't look off defenders.,0,1,0,0
"However, the last thing any defensive coordinator wants is for Newton to get outside and consistently have the run or pass option.",1,0,0,0
"He is unable to compensate for poor footwork, which can be said for all but a small handful of NFL quarterbacks.",0,0,0,0
"One report said Newton would be fully healthy by March when roster decisions need to be made, but that is a tight timeline.",0,0,0,0
"He plays with the same mentality, the same demeanor, the same temperament regardless of what's happened before.",0,0,1,0
"At a young age like that, to be a leader and stand up like that, he's a born leader,"" Buccaneers wide receiver Cecil Shorts III said.",0,0,1,0
They have to develop a quarterback in the next two years who can step in and become a leader once Brady is gone.,0,0,1,0
Burrow is on a different level when it comes to his leadership and the way he sees the field.,0,0,1,0
"Without a surgical repair of the ACL, Teddy would not be able to make snap pocket presence decisions like he is known for.",0,1,0,0
"Though Bridgewater's strong mental grasp of the game will help, it would be unrealistic to expect an immediate return to his previous level of play-if he even returns to the field soon.",0,1,0,0
"He exemplifies that which we ought to praise in our sons - an excellent work ethic, respect for self and others, intelligence, character and humility.",0,1,1,0
This is a team that was gifted 13 years of a Hall of Fame quarterback and immediately handed the best quarterback prospect of a generation the following year.,0,0,0,0
"Andrew Luck decided to add a little bit of drama to this game with two interceptions, but otherwise, he was nearly perfect.",0,0,0,0
"He was brilliant and he was awful, sometimes in the same hour.",0,0,0,0
Kyler Murray and Lamar Jackson are recent examples of nontraditional prospects who have experienced early NFL success despite perceived size or stylistic disadvantages.,0,0,0,0
"Then, this past weekend in Buffalo, New York, Johnny Football came on in relief of a struggling Brian Hoyer, scoring on a scrambling 10-yard touchdown run on his first NFL drive.",1,0,0,0
"In the way my brain is wired, I flashback to Aug.  30, 2016 regularly.",0,0,0,0
"His speed and elusiveness are part of what make him special, and the Ravens aren't looking to snuff that out.",1,0,0,0
"None of these guys are franchise-type, no-brainer picks, but he's the closest to what you'd want at the position.",0,0,0,0
"Lawrence's aggressiveness and unwillingness to take safe plays is a part of this, but the Jaguars' offensive brain trust has done Lawrence zero favors.",0,1,0,0
In particular Josh Gordons high speed chase through North Carolina.,0,0,0,0
You call yourself a gunslinger.,0,0,0,0
He is not yet experienced with contested catches and has had bouts with drops and alligator arms.,0,0,0,0
"I also get regular massages, they make you feel better emotionally and take off some off that stress load.",0,0,0,0
"He's a quarterback, strictly, and can have value running the scout team, especially when the Patriots face mobile quarterbacks.",1,0,0,0
That's all you have to understand.,0,0,0,0
He said he's been working with developmentally disabled kids since he was in high school.,0,0,0,0
"Here, he's taking in a thick playbook and understanding new verbiage, all with the benefit of having more time in his daily schedule without having to balance courses.",0,1,0,0
It's really unprecedented to see a young quarterback who played in a spread offense come out there and command an NFL offense so well.,1,0,1,0
Matthew Stafford is not as good as a quarterback who was physically unable to throw a football for more than a year.,0,0,0,0
"The hope, Watson said, is the knowledge will ""slow down the game"" and allow him to figure out what is coming when the ball is snapped, leading to quicker decisions.",0,1,0,0
Rookie Sheldon Day sacked Mariota as he scrambled on first down and grabbed him around the lower legs.,1,0,0,0
"Pinkerton approached, gestured like he had a handgun in his waistband and took unspecified items from the group before speeding away.",0,0,0,0
The Panthers needn't look any further than Indianapolis to understand the potential consequences of letting a franchise quarterback play through a serious shoulder injury.,0,0,0,0
"Moves well in the pocket, and while he's not a running quarterback, can create throwing lanes and while still throwing with precision, and can also gain yards with his feet.",1,0,0,0
"Wentz can throw the ball all over the field, and although he doesn't have elite NFL arm strength, he still can sling it.",1,0,0,0
"But as far as the fearlessness and just attacking and not getting up and down and flustered, I saw that same look in Baker's eyes.",0,0,1,0
"He fits the mold of an athletic, mobile, modern NFL quarterback.",1,0,0,0
They played with the speed and tempo they played with.,0,0,0,0
How is an Olympic-level sprinter playing QB not on this list at all?,1,0,0,0
"Very confident in Chris,"" Kingsbury said.",0,0,0,0
We have always been supportive of Tim's athletic pursuits.,0,0,0,0
What about that fourth down decision at the 2-yard line to take the field goal rather than try to punch it in?,0,0,0,0
For us to be that efficient .,0,0,0,0
"He came here with the purpose, ""to show how smart I am,"" he said.",0,1,0,0
The Dolphins discussed the move Monday night with coaches and front-office personnel before making the decision to start Tagovailoa.,0,0,0,0
Trubisky is the more athletic quarterback who can make guys miss and extend plays better.,1,0,0,0
"His live arm makes him plenty dangerous for a shaky pass defense, too.",0,0,0,0
The moral of the story here seems to be that Smith understands why the team drafted a QB this year.,0,0,0,0
"They're great leaders, great teammates, tireless workers.",0,0,1,0
Tannehill understands after having a quality backup of his own during his time with the Dolphins.,0,0,0,0
"He converted third downs with a 16-yard scramble, a 10-yard pass and a spectacular 27-yard pass that wiped out an 11-yard sack on the previous play.",1,0,0,0
"These are long-standing issues that are going to take conversation, understanding, & action.",0,0,0,0
"I wonder what it would be like to approach every season with a ""championship-or-bust"" mentality.",0,0,0,0
I can only imagine that Ben was a little more woozy on his scrambles that morning.,1,0,0,0
The Longhorns have struggled in Strong's first two seasons in Austin as he's accumulated a 11-14 record.,0,0,0,0
"Whether it's a one-time acknowledgement of this article or an ongoing membership pledge, your support goes to local-based reporting from our small but mighty team.",0,0,0,0
"And without that leadership and guidance in having to fight through a situation, we wouldn't know where to even turn.",0,0,1,0
His repetitions have been closely monitored after initially appearing to be back at full strength for the start of training camp.,0,0,0,0
His 10-yard scramble on third-and-nine with 2:55 clinched the victory.,1,0,0,0
"I wouldn't say I'm a neat freak,"" Wentz said, before pausing to reconsider.",0,0,0,0
"He was really, really smart, poised beyond his years, mature beyond his years.",0,1,1,0
"Likewise, Tebow didn't want to answer questions after a monumental loss in college and walked away after a minute or two as well.",0,0,0,0
Shurmur insists he sees positive signs and is confident the team can finish the season well.,0,0,0,0
"They both have good leadership skills, Winston being the more vocal type, while Mariota is quieter by nature but still an effective leader.",0,0,1,0
I felt confident going back to last year throwing Firk the ball.,0,0,0,0
"With respect to fundamentals and everything, the young quarterback will develop over the course of time, and within that there will be some growing pains.",0,0,0,0
"Mariota's ability to scramble also means he could be utilized in trick-play or gimmick situations, similar to the way the Saints use Taysom Hill.",1,0,0,0
"It can be a humbling and challenging process, but a good marriage will strengthen your faith.",0,0,0,0
"As the Vikings prepare for an uncertain offseason, including whether Bradford's predecessor Teddy Bridgewater will return from a gruesome knee injury, they remain confident in Bradford.",0,0,0,0
"I'm not surprised that we saw this from Luck, as the decision making and mental processing skills of a quarterback in-game scenarios are tough to replicate in practice.",0,1,0,0
"Well, mobility, arm strength, accuracy, and extending plays has quite a lot to do with it and could be why this ""unconventional"" quarterback could go earlier than expected.",1,0,0,0
"Mac's been consistent on just Mac being Mac and not trying to do too much,'' Patriots safety Devin McCourty said.",0,0,0,0
"Newton and Tebow may have the same measurable speed, but Newton seems to have a unique game speed that puts him over the top.",1,0,0,0
"But he chose to follow his passion, which he acknowledged wasn't easy.",0,0,0,0
This is the type of consistency Flacco has needed for years now.,0,0,0,0
"But former Indianapolis Colts quarterback Matt Hasselbeck, who filled in when Luck was injured in 2015, isn't confident that closer actually means close.",0,0,0,0
"O'Brien on Watson: ""He's got good poise, smart guy.",0,1,1,0
The extra work that Woodside put in last season could give him better command of the offense this year.,0,1,0,0
It's clear he fits the mold of this speed-heavy unit.,1,0,0,0
Marcus Mariota isn't ready for a pro-style offense.,0,1,0,0
Mack Hollins is kind of a build-the-speed guy with great length and tremendous ball skills.,0,0,0,0
"And so it's been a really good, really good dynamic between those two.",0,0,0,0
"Blaine has suffered his share of football injuries, so he understands the risk of returning more than most.",0,0,0,0
"He was a tall, lanky kid with a superstrong arm and speed,"" says Bison receiver Zach Vraa.",1,0,0,0
"But the quarterback's struggles were a major factor in Robinson's decision to part ways with Mularkey, who guided the team to a 21-22 record as head coach.",0,0,0,0
Philbin said both players digested the decision professionally.,0,0,0,0
"Footwork was a struggle last year, but he spent the past season and the offseason cleaning up his footwork.",0,0,0,0
"At a time when we so often point out the failures and flaws of prospects while evaluating them, it's nice to tell a story about perseverance and strength.",0,0,0,0
I don't think it's the smartest thing to do it the day before or the day of the game.,0,0,0,1
"From a coaching standpoint, the team has a pair of coaches in Marty Mornhinweg (offensive coordinator) and Greg Roman (tight ends) with a strong track record with mobile quarterbacks.",1,0,0,0
"Certainly just understand Josh's relationship and trust with Jordan, I think that relationship is a good one.",0,0,0,0
"These creative blitzes and coverages are Gray's calling cards, and the Titans defense plays better as the aggressor.",0,0,0,0
"I'm consciously confident, maybe.",0,0,1,0
His scrambling ability forced linemen to chase him around the pocket and defensive backs to cover receivers longer.,1,0,0,0
"Jackson's decision to not do any other drills, much like at the combine, raised the stakes on his passing workout.",0,0,0,0
"Usually when he scrambles, he has space to pull up and throw.",1,0,0,0
He's won academic honors as well as his athletic awards.,0,1,0,0
SEC football fans' knowledge of what they're following is higher than any other fans' in the country.,0,0,0,0
"He reads the defense and realizes there's an outside contain man in position to make a play on the toss, but his offensive line has cut blocked the defensive line.",0,1,0,0
So now he understands how the league works and how nothing is ever given to you.,0,0,0,0
His feet haven't been consistently set.,0,0,0,0
"Otherwise, the Rams hung back with seven in coverage and forced the Patriots to piece together long, methodical drives.",0,0,0,0
What makes him less likable is his cringeworthy usage of cheesy sayings.,0,0,0,0
"Otherwise, a good outing by the Bills' offense.",0,0,0,0
"Obviously, Newton isn't a receiver often, and maybe Witten's brain automatically went to the phrase ""run after catch"" that we hear so often from broadcasters.",0,0,0,0
"That was some serious flow, demonstrating much about the aggressive mindset the Texans leader brought with him to work to slay an NFL dragon.",0,0,0,0
Scouts are always hunting for the prototypical quarterback with ideal physical dimensions and spectacular arm talent.,1,0,0,0
This is great escapability from Luck and equally great reactionary skills from Moncrief.,1,0,0,0
"Obviously, he's a huge presence at the quarterback position and in the locker room, as well, and then as a leader on the team, so it's great to have him back.",0,0,1,0
What the Broncos can do is bring in Bortles to sit behind Flacco and pick his brain.,0,1,0,0
The trust level built up between these two is why they're such a dynamic duo.,0,0,0,0
He's got all the tools in terms of the strong arm and athleticism and being a great teammate.,1,0,1,0
"At the moment, Tim Tebow is still very much stuck in his decision making process that he had in Florida.",0,1,0,0
"Lance didn't think missing some practice time with a chipped finger on his throwing hand in the last preseason game was a big deal, but did give a window into the process of getting him up to speed.",0,0,0,0
It was only a matter of time before his on-the-field struggles were overshadowed by various incidents off of the gridiron that likely contributed to his consistently underwhelming performance.,0,0,0,1
"And this should have fans excited for a more athletic, mobile quarterback come fall - not to mention the cannon that is attached to his right arm!",1,0,0,0
"Even if Griffin proves to be a more mobile, less accurate approximation of Flacco, there are far worse things to spend a reported $1 million on in the NFL.",1,0,0,0
"Given the opponent and the travel (the NFL's longest trip, mileage-wise), the first game of the Adam Gase Era in Miami was probably as close to a moral victory as you'll get in pro sports.",0,0,0,0
And then that enables us to be able to make a decision accordingly.,0,0,0,0
Smith just needs to harness some of that aggressiveness and be a bit smarter with the football.,0,1,0,0
Murray responded with an inspiring message and an exciting invitation for Nahle.,0,0,0,0
"That said, in that role she has the power to shape discussions in certain ways.",0,0,0,0
"When he is out on the perimeter, he can be dangerous for us.",1,0,0,0
He understands the importance of the third year.,0,0,0,0
Bojorquez isn't consistent enough to keep around.,0,0,1,0
"Lynch has his guy open in the middle of the field, but takes off running.",1,1,0,0
But it's the mental approach to the game where Herbert has improved the most as the season moves along.,0,1,0,0
"Goff showed no command on the field, often looking lost and confused on where to go with the ball.",0,1,0,0
"The Carolina Panthers are addressing their most pressing needs right now, but waiting to lock up their franchise quarterback could prove to be a dangerous misstep.",0,0,0,0
"If they're playing Cover 1 (Man-free) with a safety lurking in the middle, the slot defenders are consistently positioned on the receiver's outside shoulder to funnel throws to the help defender.",0,0,0,0
They are dangerous subversives with a thrilling dual-threat quarterback and a slick upstart coach whose gimmicky system is all dessert and no vegetables.,1,0,0,0
But it's also understandable why Johnson wants out.,0,0,0,0
"Gettleman, meanwhile, has sounded much more defensive about the decision to take Jones.",0,0,0,0
Winston has been drawing rave reviews for his leadership ability at such a young age.,0,0,1,0
But he is so much more than his athletic prowess.,1,0,0,0
That workout took place after Griffin ran a series of wind sprints with 21 other veterans who had been ruled out for the preseason finale.,0,0,0,0
Jerry relayed the decision to scouting staffer Chris Hall in a Valley Ranch office adjacent to the war room.,0,0,0,0
"Minutes into the new league year, we've already been gifted with a fascinating swap to track for years to come.",0,0,0,0
Goodell praises Brady as 'incredible competitor and leader'.,0,0,1,0
"This is a big decision, and the Bucs aren't taking any chances that they might miss something.",0,0,0,0
No wonder he feels cheated on.,0,0,0,0
"So, scramble was a part of [the game plan], and zone read was a part of it, and that kind of stuff.",1,0,0,0
He also prizes team leaders with good character.,0,0,1,0
"We had a plan in place, a developmental plan,"" Morris said.",0,0,0,0
Watson said Friday he's fine physically other than a little bit of swelling.,0,0,0,0
"He's been really kind of neat to watch as far he's concerned - just the whole maturity of it, having been through all these things.",0,0,0,1
"Obviously, he has to work on footwork and everything you guys see every day in practice.",0,0,0,0
"Johnson, on the other hand, looked brilliant against Houston.",0,1,0,0
"The hero of the national championship against Georgia, Tua Tagovailoa has a big arm and scrambling ability, and will undoubtedly draw comparisons to Russell Wilson.",1,0,0,0
"I can say that as long as he has sloppy footwork, he'll throw a lot of off-target passes.",0,0,0,0
His mobility was impacted during that stint and it was one element that continued to haunt the team during its three-game losing streak and stint of four losses in five games.,1,0,0,0
"The Jets' still need to iron out these mistakes, especially with Darnold's decision making.",0,1,0,0
"The under-center component is overblown, but what scouts want to see is whether a QB can coordinate the footwork on his drops with the timing of the receiver's routes and make rhythm throws.",0,0,0,0
He's a confident guy.,0,0,1,0
The haul looks bad now but if Goff becomes a franchise quarterback then the Rams made a smart decision.,0,0,0,0
He never grew confident attacking NFL defenses.,0,0,1,0
"As pockets began to collapse, his reaction time was off, making his escapability nonexistent.",0,0,0,0
"As if we aren't plenty entertained with everything else Griffin has going for him through a very young NFL career, the swindling speed from RG3 is truly fun to watch.",1,0,0,0
"From the speed to the coaching, it's totally different.",0,0,0,0
Arians will be confident he can fix Winston.,0,0,0,0
He is also able to look and read through his progressions very well and his decision making is very good.,0,1,0,0
"From Week 1, the team will need to use a moving pocket and use Trubisky's strengths.",1,0,0,0
"Reich and DeFilippo are two respected, entrenched NFL coaches who have experienced success.",0,0,0,0
"They don't need him to be a rah-rah, showboat of a leader.",0,0,1,0
"Before Love can think about winning Super Bowls, he'll need to figure out how to grow as a passer while backing up Rodgers in what could be an icy dynamic between competitors.",0,0,0,0
He's dangerous outside the pocket.,1,0,0,0
He scrambled on around 9% of his drop-backs.,1,0,0,0
"Teddy has some advantages in short and mid accuracy, but his deep accuracy set him back a bit OVR-wise.",0,0,0,0
"The head coach went so far as to lambast the unit's performance after the Preseason Week 3 tilt against the Browns, when the quintet was manhandled consistently by Cleveland's defensive front.",0,0,0,0
"Perriman is an underachiever since being a first round pick in 2015, but he has an excellent combination of size and speed.",1,0,0,0
No decision has divided the fan base more.,0,0,0,0
Patriots signal-caller Tom Brady was similarly efficient with 12 completions on 18 throws for 102 yards.,0,0,0,0
"His last two seasons were cut short by anterior cruciate ligament surgery, which would seem to limit his mobility in Kelly's offensive schemes.",0,0,0,0
The theory was Winston was more NFL-ready because he played in a pro-style offense at Florida State while there were fears Mariota was the product of a gimmick offense at Oregon.,0,1,0,0
Newton was physically superior to almost any and all opposition on the collegiate gridiron.,1,0,0,0
"Now that I've seen your lil' dirt 'stache, it's clear that having the arm of a Greek god and the brain of a hall of fame football coach just isn't the only thing that matters in life.",0,0,0,0
"At his peak, Griffin's skill set was remarkably similar to Jackson's as a dynamic running threat.",1,0,0,0
"The offseason is crucially important, especially spring ball, working on the fundamentals of tackling and all those things.",0,0,0,0
That athleticism will serve Smith well on draft day.,1,0,0,0
It's no shock that NFL speed is going to take some time to adjust to.,0,0,0,0
"Fortunately, Ryan Pace made the smart decision in grabbing Trubisky in the draft and now we've learned that Trubisky will get the start.",0,0,0,0
"The Kansas City Chiefs signal-caller has been known to dazzle in several aspects of his game, arm strength most notably.",1,0,0,0
He has to understand - and he does understand - that quarterback position is very important .,0,0,0,0
"Since the young gunslinger's return against the Cowboys, the 5'9"", 177-pound receiver has had three games with over 80 yards and has totaled 312 yards on 26 receptions while being targeted 34 times.",0,0,0,0
"As for being on the run, Griffin needs to keep his eyes upfield and look as if he might pass more consistently.",1,0,0,0
"Head coach Matt LaFleur had a very different approach, describing the defeat as ""humbling"" and declaring the Saints ""absolutely embarrassed us"".",0,0,0,0
Irsay believes the decision Luck made 16 months ago isn't likely to be reversed.,0,0,0,0
"During OTAs, reports indicated he was showing good mobility.",0,0,0,0
He was among the league leaders in pass attempts over the first six weeks of the season.,0,0,0,0
I'm excited to see where he is at health-wise.,0,0,0,0
"Bennett in particular was not very good, allowing Westbrooks to get the better of him for one stuff, and getting overpowered by Corey Littleton on a third-and-1 stuff.",0,0,0,0
"Too often he takes false steps, which hinders the impact his speed can have.",1,0,0,0
"And yet, while quarterbacks like Elway were willing to leave the pocket and scramble for yards, that dimension of their game was seen as something of a party trick - a get-of-out-jail-free card.",1,0,0,0
He's not as strong-armed but he makes good decisions in his reads and isn't prone to turnovers.,1,1,0,0
It's showing his maturity and the ability that he has to play quarterback.,0,0,0,1
"Rather than buckling under the pressure of trying to live up to a legend, Bryant has shined as the pilot of an offense tweaked to accentuate his strengths as an agile playmaker.",1,0,0,0
The test this week will be a Dolphins front that is a little more athletic than the Falcons front.,0,0,0,0
Those close to Winston talk about his magnetic smile and praise his leadership.,0,0,1,0
He's going to make those decisions.,0,1,0,0
"By scrambling so often, he almost creates the pressure himself.",1,0,0,0
"Coach preaches each and every day to protect the football, play smart football.",0,1,0,0
Tannehill watched a portion of practice from inside the cafeteria Friday with his left leg outstretched as he awaits a major decision.,0,0,0,0
"Obviously, it's their decision.",0,0,0,0
"Tim Tebow is an accomplished athlete, regardless of people's opinions on his personal life or throwing mechanics.",0,0,0,0
"Otherwise, though, Goff's job was thoroughly forgettable.",0,0,0,0
"Fairley, however, is a good talent and star power fit for Jerry Jones and Rob Ryan, and wouldn't need to be an every-down defender immediately.",0,0,0,0
Gabbert scrambled for an 8-yard gain with 8:44 remaining in the third quarter before falling awkwardly on his left shoulder.,1,0,0,0
He makes our quarterback room better and stronger.,0,0,0,0
"But for as intelligent of a football mind as Wentz has, his game has a pretty big ""feel"" component to it.",0,1,0,0
Brady Quinn is probably the guy that comes the closest to having experienced what Lynch is currently looking at.,0,0,0,0
He muscled his way to 237 total yards and three touchdowns and carried the Titans to the game-winning field goal.,1,0,0,0
Now it looks like it could be a smart investment.,0,0,0,0
I thought his accuracy was consistent and outstanding all day long.,0,0,0,0
Trubisky finds that time when he scrambles and finds open receivers for big gains.,1,0,0,0
Quarterback Daniel Jones has shown he can be a dual threat quarterback in both the passing and running game.,1,0,0,0
What he does have is size and quite a bit of developmental potential.,1,0,0,0
Newton really does not have to try to be a leader and that is the best part of his repertoire.,0,0,1,0
"Hundreds of kids in Kern County experienced the night of their lives Friday, thanks to former University of Florida football star Tim Tebow.",0,0,0,0
"Bradford, widely considered one of the most efficient passers in the NFL, struggled in all areas with Arizona.",0,0,0,0
He is a leader and that shows leadership.,0,0,1,0
"And that's more than just physical things on the field, but that's the mental side of things and understanding the 'whys' behind why we do things and how we do things.",0,1,0,0
"He is not a true burner but his route running, physicality and catch radius makes him a very difficult cover one-on-one.",0,0,0,0
It was a scramble play that led to Dalton's injury.,1,0,0,0
He's a legitimate dual-threat weapon who can finish plays in athletic fashion.,1,0,0,0
"On Wednesday, he acknowledged that his decision to rest starters could affect the players' bottom line.",0,0,0,0
The point is Newton's injury history and what is clearly a physically broken-down player.,0,0,0,0
Just like a lack of athleticism doesn't guarantee failure.,1,0,0,0
But I want to make sure we all understand that that behavior will not be tolerated as we move forward.,0,0,0,1
"During practices viewed by the media this spring, Tannehill showed accuracy and command of the team's offense.",0,0,1,0
"Luckily for him, he's so big and athletic that Big 12 defensive lineman and linebackers had trouble chasing him down in the backfield.",1,0,0,0
His ball security and decision-making need a lot of work as well.,0,1,0,0
"While not necessarily lauded for their decision-making ability, clippings about Fran Tarkenton and Troy Aikman were positive despite the down seasons both were having.",0,1,0,0
"So, I frustrated myself in just making a decision like that.",0,1,0,0
I'm pretty confident in his abilities and hopefully things will fall into place nicely for us on Sunday.,0,0,1,0
"His arm strength, perhaps still affected by a shoulder injury in 2013, was disappointing to say the least.",1,0,0,0
Coach Dirk Koetter also acknowledged that turnovers are the team's biggest concern earlier this season.,0,0,0,0
"Trailing 27-26 late in the fourth quarter, the Giants defense came up with an interception off a poor decision by WFT QB Taylor Heinicke.",0,1,0,0
"Suddenly, a confident, yet reserved Rosen emerged.",0,0,1,0
Buffalo Bills quarterback Josh Allen isn't just a fast runner with a rocket arm.,1,0,0,0
I think he's a really intelligent kid.,0,1,0,0
It's not as if he's had all the time in the world to recover and regain strength.,0,0,0,0
"Tier 2 QBs are less consistent and need more help, but good enough to figure prominently into a championship equation.",0,0,1,0
"It's set to a passage inspired by ""Watership Down,"" the children's book telling the story of a rabbit overcoming a series of obstacles.",0,0,0,0
"Since then, he has consistently regressed aside from a few bright moments here and there.",0,0,0,0
"There's an understanding that each time a player such as Watson, Mahomes or Jackson approaches extension time, he will set a record for annual compensation.",0,0,0,0
I am definitely able to lean on them when I made bad decisions.,0,1,0,0
"Police in Avon, Ohio, found Manziel's white Nissan (right) on Interstate 90 after a witness reported seeing a person trying to jump from the quarterback's speeding vehicle.",0,0,0,0
"Watson always looks to pass first, and is most dangerous when he is improvising.",0,0,0,0
The combination of the Jets outside linebacker setting the edge and the Jets safety coming down on the outside really makes Tebow's decision an easy one.,0,0,0,0
We have a tendency to let our decisions be colored by things over which we have no control.,0,0,0,0
It is safe to assume that the greatest coach in NFL history is going to exploit the advantage of having a mobile quarterback better than many other coaches in NFL history.,1,0,0,0
"Buzzfeed News also reviewed communications the driver had with five friends about the incident, and published one text message that described the incident the same way.",0,0,0,0
"However, perhaps it's true when they say leaders are born and not made.",0,0,1,0
The message needed shaping.,0,0,0,0
"Cleveland responded with a second 12-play, 70-yard TD drive, capped off by a five-yard Baker Mayfield scramble.",1,0,0,0
"Mayfield, who fell to 12-17 as a starter, sent a message with an 11-yard scramble to the 5 in the fourth quarter in which he juked a defender and lowered his shoulder into another.",1,0,0,0
"Granted, if Love ends up being the next great quarterback in Green Bay, nobody will be crying over the decision in a decade.",0,0,0,0
"Mariota has made progress, but this looks to be headed toward a game-time decision like last week.",0,0,0,0
The dearth of good quarterbacks around the league consistently gives any semblance of potential a second chance.,0,0,0,0
He's been a lot more mature as far as being comfortable.,0,0,0,1
His growth from a mental standpoint and ability to win over a locker room make Brissett a future quality starter.,0,1,1,0
"Facing a second-and-10, Nagy calls an inside zone read play but uses an Arc block in front of Trubisky.",1,0,0,0
Murray acknowledged how ugly the win was.,0,0,0,0
"Every other QB fell into the tier in which he received the most votes, and so shall Luck, even if his Tier 1 designation feels a bit premature.",0,0,0,0
Jackson wants to prove the speed won't overwhelm him.,0,0,0,0
"Embarrassing Song I Once Liked That Will Not Fire You Up""Pressure,"" by Billy Joel.",0,0,0,0
He needs to improve in the red zone and in his decision making.,0,1,0,0
"The two eventually returned to Crowley's apartment, where she says the fighting continued, albeit more verbally than physically.",0,0,0,0
"The last two weeks, he has looked like a quarterback in command.",0,0,1,0
And you know what bad footwork leads to?,0,0,0,0
"Bortles' wonky mechanics and footwork didn't seem to be improved very much since his time in Jacksonville, which was his biggest undoing as the Jaguars' starter.",0,0,0,0
"Watson has drawn strong reviews from the coaching staff with his intangibles, decision-making and athleticism.",1,1,1,0
"As it currently stands, the Cardinals' passing game is struggling to move the ball efficiently, and Murray's legs are no longer able to cover up those issues.",1,0,0,0
"The team has seen a number of quality quarterbacks make a pit stop in Tampa Bay, but most of them were not in their primes when on the team or just were not that special... or prematurely traded.",0,0,0,0
There's nothing deceptive about Andrew Luck's speed.,1,0,0,0
That meant an expanded leadership role in the locker room.,0,0,1,0
"Of course, Mahomes - who is also coming into his own as a leader of late - refused to take credit for it afterward.",0,0,1,0
"His best plays come from within when he""I just kind of play off instincts and make the best decision for myself,"" Watson continued.",1,1,0,0
"Carmichael said that Winston is ""obviously a very smart player.",0,1,0,0
"And while Becton is an immensely gifted 364-pound mountain of a young man, just as with many young tackles, his game needs refinement.",0,0,0,0
Playing through a nerve issue is also not the same as playing through a muscle injury or sprained ankle.,0,0,0,0
Arians called it a bad decision.,0,1,0,0
"Rushing touchdowns in general for a quarterback have a lot of randomness to them, and you do not see consistent totals on a year-to-year basis.",0,0,0,0
"That experience, along with his past as a backup in Buffalo, has Manuel feeling confident heading into Sunday.",0,0,0,0
"Last year he played sensationally, but also looked great commanding the Rams offense.",0,0,0,0
"Smith is definitely the top corner at this point, and giving him a chance to learn behind the great leaders on the defensive side of the ball in Baltimore could be really beneficial for him.",0,0,0,0
"With an inexperienced receiving corps around him, it's hard to see Weeden being an impact starting quarterback this season.",0,0,0,0
"The things he did for our family to keep food on the table, he's a smart businessman and a hard worker.",0,0,0,0
Quote of the week “I want to sincerely apologize for my inappropriate and unacceptable tweets”.,0,0,0,0
"While Newton may not be physically limited, he may not be as prepared as he otherwise could be, given the time missed after ankle surgery and, more recently, with the rib injury.",0,0,0,0
